Name,d,epochs,MSE,MAE,MAPE,R2 Square,TRAIN MSE,TIME,p,lr
Snap Star (shot wrmp),5,75,14.49388,2.49568,0.12689,0.82593,2.19681,24,0.1,0.1
Snap Star (new wrmp),5,75,14.35594,2.51018,0.13173,0.82759,2.82002,23,0.1,0.1
Snap Ensemble,5,75,13.2216,2.38803,0.11819,0.84121,1.91419,20,0.0,0.1
Snap Star (shot wrmp),5,75,14.55524,2.50601,0.1227,0.82519,1.82694,23,0.0,0.1
Snap Star (new wrmp),5,75,14.79742,2.51158,0.12246,0.82229,1.82452,21,0.0,0.1
Snap Ensemble,4,75,14.1281,2.56871,0.13409,0.83032,3.84594,17,0.1,0.1
Snap Star (shot wrmp),4,75,13.48783,2.45663,0.1222,0.83801,2.84779,20,0.1,0.1
Snap Star (new wrmp),4,75,13.16424,2.48903,0.1306,0.8419,3.18031,18,0.1,0.1
Snap Ensemble,4,75,13.12236,2.39488,0.12366,0.8424,1.97284,15,0.0,0.1
Snap Star (shot wrmp),4,75,14.28155,2.46455,0.12658,0.82848,2.09765,17,0.0,0.1
Snap Star (new wrmp),4,75,13.98646,2.43657,0.12624,0.83203,1.95388,16,0.0,0.1
Snap Ensemble,3,75,12.80374,2.44402,0.13025,0.84623,3.87868,15,0.1,0.1
Snap Star (shot wrmp),3,75,11.88726,2.33199,0.1147,0.85724,2.79569,17,0.1,0.1
Snap Star (new wrmp),3,75,12.13722,2.35789,0.12599,0.85423,3.06615,16,0.1,0.1
Snap Ensemble,3,75,15.74457,2.42954,0.11784,0.81091,2.30056,18,0.0,0.1
Snap Star (shot wrmp),3,75,15.40411,2.45006,0.11883,0.815,2.00741,19,0.0,0.1
Snap Star (new wrmp),3,75,15.33912,2.44612,0.1188,0.81578,2.02204,18,0.0,0.1
Snap Ensemble,2,75,14.71704,2.55494,0.13227,0.82325,4.32454,13,0.1,0.1
Snap Star (shot wrmp),2,75,13.31638,2.42055,0.12225,0.84007,2.87035,15,0.1,0.1
Snap Star (new wrmp),2,75,12.85011,2.41427,0.12694,0.84567,3.53573,14,0.1,0.1
Snap Ensemble,2,75,13.0449,2.34676,0.11572,0.84333,2.16863,13,0.0,0.1
Snap Star (shot wrmp),2,75,14.43478,2.43229,0.11849,0.82664,2.2829,16,0.0,0.1
Snap Star (new wrmp),2,75,15.08041,2.45099,0.1197,0.81889,2.35439,13,0.0,0.1
Snap Ensemble,1,75,15.41063,2.58583,0.13736,0.81492,4.19795,9,0.1,0.1
Snap Star (shot wrmp),1,75,14.23606,2.5133,0.12966,0.82903,3.69566,11,0.1,0.1
Snap Star (new wrmp),1,75,14.90825,2.55433,0.12985,0.82096,4.70175,10,0.1,0.1
Snap Ensemble,1,75,13.41988,2.43079,0.12358,0.83883,2.77805,10,0.0,0.1
Snap Star (shot wrmp),1,75,13.33356,2.43671,0.12159,0.83987,2.64477,11,0.0,0.1
Snap Star (new wrmp),1,75,13.92898,2.4994,0.12658,0.83272,3.08049,10,0.0,0.1
Snap Ensemble,5,30,14.26023,2.59024,0.1372,0.82874,5.22053,11,0.1,0.1
Snap Star (shot wrmp),5,30,12.63055,2.42747,0.12271,0.84831,3.58657,15,0.1,0.1
Snap Star (new wrmp),5,30,12.45773,2.38575,0.12139,0.85039,3.57648,13,0.1,0.1
Snap Ensemble,5,30,12.85109,2.33916,0.11659,0.84566,2.89011,11,0.0,0.1
Snap Star (shot wrmp),5,30,12.18666,2.29483,0.11885,0.85364,2.41536,11,0.0,0.1
Snap Star (new wrmp),5,30,13.77586,2.38098,0.11841,0.83455,2.74304,11,0.0,0.1
Snap Ensemble,4,30,14.86234,2.56266,0.13067,0.82151,5.24502,10,0.1,0.1
Snap Star (shot wrmp),4,30,12.50607,2.38677,0.12065,0.8498,3.64472,13,0.1,0.1
Snap Star (new wrmp),4,30,13.78828,2.42015,0.12366,0.83441,4.35197,12,0.1,0.1
Snap Ensemble,4,30,12.68138,2.33336,0.11827,0.8477,2.58158,9,0.0,0.1
Snap Star (shot wrmp),4,30,12.56645,2.36963,0.11915,0.84908,2.75573,9,0.0,0.1
Snap Star (new wrmp),4,30,12.22348,2.31736,0.11898,0.8532,2.41652,10,0.0,0.1
Snap Ensemble,3,30,14.08205,2.63048,0.13788,0.83088,5.25822,8,0.1,0.1
Snap Star (shot wrmp),3,30,12.09713,2.4447,0.12943,0.85472,3.68459,9,0.1,0.1
Snap Star (new wrmp),3,30,13.48138,2.5566,0.13313,0.83809,5.05804,9,0.1,0.1
Snap Ensemble,3,30,14.82185,2.48779,0.12617,0.82199,3.08182,8,0.0,0.1
Snap Star (shot wrmp),3,30,15.9071,2.54339,0.12425,0.80896,2.97617,10,0.0,0.1
Snap Star (new wrmp),3,30,16.02473,2.54313,0.12737,0.80755,2.99959,9,0.0,0.1
Snap Ensemble,2,30,15.08335,2.57646,0.13478,0.81885,5.4319,6,0.1,0.1
Snap Star (shot wrmp),2,30,13.28041,2.47777,0.12331,0.84051,4.2107,7,0.1,0.1
Snap Star (new wrmp),2,30,14.92629,2.53117,0.12698,0.82074,5.33926,8,0.1,0.1
Snap Ensemble,2,30,15.31572,2.47405,0.12145,0.81606,3.04258,8,0.0,0.1
Snap Star (shot wrmp),2,30,15.36558,2.53622,0.12697,0.81546,3.82604,10,0.0,0.1
Snap Star (new wrmp),2,30,15.20721,2.49397,0.12348,0.81736,3.38126,10,0.0,0.1
Snap Ensemble,1,30,15.15611,2.62452,0.13847,0.81798,6.33418,6,0.1,0.1
Snap Star (shot wrmp),1,30,14.66209,2.59715,0.13258,0.82391,5.09417,9,0.1,0.1
Snap Star (new wrmp),1,30,15.13803,2.59709,0.13442,0.8182,6.87732,6,0.1,0.1
Snap Ensemble,1,30,14.06196,2.46032,0.12466,0.83112,3.67834,7,0.0,0.1
Snap Star (shot wrmp),1,30,13.52168,2.47528,0.1279,0.83761,4.03597,7,0.0,0.1
Snap Star (new wrmp),1,30,13.73116,2.47057,0.12616,0.83509,4.03875,6,0.0,0.1
Classic Star (new wrmp),5,200,9.51164,2.05584,0.10531,0.88577,1.42889,46,0.1,0.01
Classic Star (no wrmp),5,200,8.97091,2.0708,0.10987,0.89226,1.42429,52,0.1,0.01
Big NN,5,200,12.08993,2.29332,0.11109,0.8548,1.98956,28,0.1,0.01
Ensemble,5,200,9.25823,2.06721,0.10945,0.88881,1.72487,43,0.1,0.01
Snap Ensemble,5,200,10.58766,2.1865,0.11468,0.87284,1.77553,43,0.1,0.01
Snap Star (shot wrmp),5,200,10.96512,2.20687,0.11238,0.86831,1.53021,52,0.1,0.01
Snap Star (new wrmp),5,200,9.67618,2.13261,0.11063,0.88379,1.2096,49,0.1,0.01
Classic Star (new wrmp),5,200,10.91746,2.09571,0.10596,0.86888,0.67744,43,0.0,0.01
Classic Star (no wrmp),5,200,11.20862,2.11541,0.10601,0.86539,0.58661,48,0.0,0.01
Big NN,5,200,11.82006,2.35383,0.11632,0.85804,0.83514,26,0.0,0.01
Ensemble,5,200,10.1471,2.0964,0.10494,0.87814,0.81293,41,0.0,0.01
Snap Ensemble,5,200,12.98836,2.23795,0.11115,0.84401,0.88084,42,0.0,0.01
Snap Star (shot wrmp),5,200,12.79789,2.24789,0.11336,0.8463,0.77589,50,0.0,0.01
Snap Star (new wrmp),5,200,13.16181,2.26427,0.11258,0.84193,0.94146,47,0.0,0.01
Classic Star (new wrmp),4,200,10.87788,2.22459,0.11218,0.86936,1.75582,38,0.1,0.01
Classic Star (no wrmp),4,200,9.31975,2.05482,0.10673,0.88807,1.2907,43,0.1,0.01
Big NN,4,200,12.16759,2.35395,0.1222,0.85387,3.03241,24,0.1,0.01
Ensemble,4,200,9.97617,2.17177,0.11141,0.88019,1.77852,36,0.1,0.01
Snap Ensemble,4,200,11.1605,2.22441,0.11339,0.86596,1.67446,36,0.1,0.01
Snap Star (shot wrmp),4,200,10.54294,2.1541,0.10924,0.87338,1.07462,43,0.1,0.01
Snap Star (new wrmp),4,200,10.98739,2.17006,0.10894,0.86804,1.36672,41,0.1,0.01
Classic Star (new wrmp),4,200,9.38652,2.06101,0.10492,0.88727,0.67824,36,0.0,0.01
Classic Star (no wrmp),4,200,9.42475,2.06406,0.10508,0.88681,0.75895,41,0.0,0.01
Big NN,4,200,11.28055,2.35402,0.1218,0.86452,1.46348,22,0.0,0.01
Ensemble,4,200,10.79249,2.13032,0.10376,0.87038,0.68415,34,0.0,0.01
Snap Ensemble,4,200,12.13068,2.23796,0.10901,0.85431,0.84324,35,0.0,0.01
Snap Star (shot wrmp),4,200,12.9197,2.29249,0.11175,0.84484,0.69305,41,0.0,0.01
Snap Star (new wrmp),4,200,12.86831,2.30143,0.11248,0.84545,0.65516,39,0.0,0.01
Classic Star (new wrmp),3,200,9.78747,2.08265,0.10462,0.88245,1.52134,29,0.1,0.01
Classic Star (no wrmp),3,200,9.53517,2.0663,0.10811,0.88548,1.21968,34,0.1,0.01
Big NN,3,200,10.0863,2.15523,0.10962,0.87887,1.02503,19,0.1,0.01
Ensemble,3,200,10.02642,2.1597,0.11709,0.87958,1.77951,29,0.1,0.01
Snap Ensemble,3,200,10.69967,2.21504,0.11521,0.8715,2.10537,29,0.1,0.01
Snap Star (shot wrmp),3,200,10.10142,2.13164,0.10841,0.87868,1.58047,35,0.1,0.01
Snap Star (new wrmp),3,200,9.56033,2.10096,0.10804,0.88518,1.57045,33,0.1,0.01
Classic Star (new wrmp),3,200,10.20236,2.1166,0.1079,0.87747,0.7975,28,0.0,0.01
Classic Star (no wrmp),3,200,9.66091,2.10043,0.11095,0.88397,1.03607,33,0.0,0.01
Big NN,3,200,13.47949,2.33826,0.12086,0.83811,0.9923,18,0.0,0.01
Ensemble,3,200,11.31283,2.20799,0.11147,0.86414,0.88592,28,0.0,0.01
Snap Ensemble,3,200,11.17513,2.21706,0.11315,0.86579,0.95921,28,0.0,0.01
Snap Star (shot wrmp),3,200,11.64337,2.24451,0.11389,0.86017,1.38438,33,0.0,0.01
Snap Star (new wrmp),3,200,11.44973,2.24971,0.11415,0.86249,1.00825,31,0.0,0.01
Classic Star (new wrmp),2,200,9.41474,2.0841,0.11146,0.88693,1.73057,20,0.1,0.01
Classic Star (no wrmp),2,200,8.8352,2.04421,0.10856,0.89389,1.40587,25,0.1,0.01
Big NN,2,200,10.07926,2.1528,0.10959,0.87895,1.39687,15,0.1,0.01
Ensemble,2,200,9.18358,2.08291,0.11236,0.88971,1.93816,21,0.1,0.01
Snap Ensemble,2,200,10.11873,2.14351,0.11294,0.87848,1.64318,22,0.1,0.01
Snap Star (shot wrmp),2,200,10.69368,2.17447,0.11142,0.87157,1.66319,26,0.1,0.01
Snap Star (new wrmp),2,200,10.40942,2.07621,0.10364,0.87499,1.75792,24,0.1,0.01
Classic Star (new wrmp),2,200,11.08939,2.20936,0.10865,0.86682,0.77673,20,0.0,0.01
Classic Star (no wrmp),2,200,10.36688,2.13684,0.10815,0.8755,0.56133,24,0.0,0.01
Big NN,2,200,12.78786,2.28687,0.11379,0.84642,1.26138,15,0.0,0.01
Ensemble,2,200,12.69679,2.32745,0.11271,0.84751,1.9868,21,0.0,0.01
Snap Ensemble,2,200,10.08358,2.12365,0.10782,0.8789,1.27861,21,0.0,0.01
Snap Star (shot wrmp),2,200,10.0441,2.14385,0.10865,0.87937,1.14352,24,0.0,0.01
Snap Star (new wrmp),2,200,9.76204,2.117,0.10595,0.88276,1.17679,23,0.0,0.01
Classic Star (new wrmp),1,200,10.69278,2.19052,0.10868,0.87158,1.63907,12,0.1,0.01
Classic Star (no wrmp),1,200,9.94794,2.15064,0.1121,0.88053,1.56086,16,0.1,0.01
Big NN,1,200,10.49924,2.22365,0.10901,0.87391,2.8494,11,0.1,0.01
Ensemble,1,200,11.10238,2.29309,0.12533,0.86666,2.63868,14,0.1,0.01
Snap Ensemble,1,200,11.4211,2.28169,0.11806,0.86284,1.92847,14,0.1,0.01
Snap Star (shot wrmp),1,200,11.32868,2.22635,0.11492,0.86395,1.61292,16,0.1,0.01
Snap Star (new wrmp),1,200,12.49338,2.38601,0.12797,0.84996,2.1237,15,0.1,0.01
Classic Star (new wrmp),1,200,10.94419,2.26883,0.11333,0.86856,0.56644,13,0.0,0.01
Classic Star (no wrmp),1,200,10.94568,2.21001,0.11232,0.86854,0.94454,17,0.0,0.01
Big NN,1,200,12.66705,2.453,0.12896,0.84787,2.73314,18,0.0,0.01
Ensemble,1,200,11.49578,2.22372,0.11799,0.86194,1.00553,14,0.0,0.01
Snap Ensemble,1,200,11.19556,2.23004,0.11165,0.86554,1.02139,14,0.0,0.01
Snap Star (shot wrmp),1,200,10.58165,2.1682,0.10898,0.87292,0.97721,16,0.0,0.01
Snap Star (new wrmp),1,200,11.2323,2.18389,0.10998,0.8651,1.63576,15,0.0,0.01
Classic Star (new wrmp),5,150,9.97485,2.14889,0.11071,0.8802,1.5294,34,0.1,0.01
Classic Star (no wrmp),5,150,9.48532,2.11014,0.10792,0.88608,1.38134,39,0.1,0.01
Big NN,5,150,11.12544,2.20512,0.1078,0.86639,1.64797,22,0.1,0.01
Ensemble,5,150,10.32813,2.14076,0.11068,0.87596,1.88843,33,0.1,0.01
Snap Ensemble,5,150,10.6377,2.136,0.11087,0.87224,1.59745,32,0.1,0.01
Snap Star (shot wrmp),5,150,10.90075,2.12085,0.1073,0.86908,1.34621,39,0.1,0.01
Snap Star (new wrmp),5,150,10.32888,2.11138,0.10759,0.87595,1.55211,36,0.1,0.01
Classic Star (new wrmp),5,150,11.01764,2.14474,0.10798,0.86768,0.84709,33,0.0,0.01
Classic Star (no wrmp),5,150,11.15431,2.13053,0.1052,0.86604,0.9071,37,0.0,0.01
Big NN,5,150,13.0406,2.29889,0.11232,0.84339,1.19871,20,0.0,0.01
Ensemble,5,150,9.18034,2.03666,0.10278,0.88975,0.7422,31,0.0,0.01
Snap Ensemble,5,150,12.62662,2.21153,0.1089,0.84836,0.78045,31,0.0,0.01
Snap Star (shot wrmp),5,150,12.72066,2.23691,0.11197,0.84723,0.58783,37,0.0,0.01
Snap Star (new wrmp),5,150,12.31891,2.21643,0.11078,0.85205,0.58474,35,0.0,0.01
Classic Star (new wrmp),4,150,10.76751,2.16212,0.10813,0.87068,1.5762,28,0.1,0.01
Classic Star (no wrmp),4,150,10.69723,2.15064,0.10917,0.87153,1.55457,33,0.1,0.01
Big NN,4,150,10.19155,2.21019,0.10938,0.8776,1.6757,19,0.1,0.01
Ensemble,4,150,11.91395,2.31831,0.12252,0.85692,2.45233,27,0.1,0.01
Snap Ensemble,4,150,11.18702,2.23475,0.11594,0.86565,1.84226,28,0.1,0.01
Snap Star (shot wrmp),4,150,11.39992,2.2502,0.11388,0.86309,1.43433,33,0.1,0.01
Snap Star (new wrmp),4,150,10.60138,2.18922,0.11249,0.87268,1.26999,30,0.1,0.01
Classic Star (new wrmp),4,150,10.41484,2.21244,0.11293,0.87492,0.9401,27,0.0,0.01
Classic Star (no wrmp),4,150,10.69244,2.17802,0.10838,0.87159,0.76781,31,0.0,0.01
Big NN,4,150,11.06613,2.34686,0.11533,0.8671,3.03068,17,0.0,0.01
Ensemble,4,150,11.16192,2.17594,0.10758,0.86595,1.40371,26,0.0,0.01
Snap Ensemble,4,150,11.34758,2.19423,0.11082,0.86372,0.86787,26,0.0,0.01
Snap Star (shot wrmp),4,150,11.98368,2.20728,0.11193,0.85608,0.97327,31,0.0,0.01
Snap Star (new wrmp),4,150,11.81852,2.17598,0.10969,0.85806,0.94259,29,0.0,0.01
Classic Star (new wrmp),3,150,11.92555,2.23893,0.11134,0.85678,1.79649,22,0.1,0.01
Classic Star (no wrmp),3,150,10.92283,2.14431,0.10913,0.86882,1.66123,25,0.1,0.01
Big NN,3,150,9.84819,2.21702,0.11517,0.88173,1.6335,15,0.1,0.01
Ensemble,3,150,11.33988,2.26939,0.12027,0.86381,2.69004,22,0.1,0.01
Snap Ensemble,3,150,10.7539,2.20073,0.11193,0.87085,1.97663,23,0.1,0.01
Snap Star (shot wrmp),3,150,10.8587,2.20169,0.10996,0.86959,1.44037,27,0.1,0.01
Snap Star (new wrmp),3,150,9.92529,2.11282,0.10935,0.8808,1.61684,25,0.1,0.01
Classic Star (new wrmp),3,150,11.59688,2.20014,0.10833,0.86072,1.08011,21,0.0,0.01
Classic Star (no wrmp),3,150,10.76995,2.15063,0.10929,0.87066,0.92434,25,0.0,0.01
Big NN,3,150,12.03031,2.31329,0.11775,0.85552,2.44365,14,0.0,0.01
Ensemble,3,150,11.29277,2.17004,0.10677,0.86438,1.13787,21,0.0,0.01
Snap Ensemble,3,150,11.39487,2.12611,0.10584,0.86315,0.74273,21,0.0,0.01
Snap Star (shot wrmp),3,150,11.78454,2.16066,0.1068,0.85847,0.79044,25,0.0,0.01
Snap Star (new wrmp),3,150,11.47265,2.13167,0.10606,0.86222,0.69144,23,0.0,0.01
Classic Star (new wrmp),2,150,9.94004,2.11673,0.11251,0.88062,1.97721,16,0.1,0.01
Classic Star (no wrmp),2,150,10.16626,2.15775,0.111,0.87791,1.56117,19,0.1,0.01
Big NN,2,150,10.39097,2.27294,0.11218,0.87521,1.61184,13,0.1,0.01
Ensemble,2,150,9.67695,2.143,0.11926,0.88378,1.75422,17,0.1,0.01
Snap Ensemble,2,150,10.59047,2.21462,0.11708,0.87281,1.80913,20,0.1,0.01
Snap Star (shot wrmp),2,150,10.56147,2.22474,0.11635,0.87316,1.58376,23,0.1,0.01
Snap Star (new wrmp),2,150,9.52864,2.15087,0.11528,0.88556,1.69816,21,0.1,0.01
Classic Star (new wrmp),2,150,10.50936,2.12804,0.10587,0.87378,1.00117,17,0.0,0.01
Classic Star (no wrmp),2,150,10.84154,2.13805,0.10796,0.8698,0.90764,20,0.0,0.01
Big NN,2,150,10.1496,2.22911,0.11245,0.87811,0.72886,12,0.0,0.01
Ensemble,2,150,11.60931,2.16522,0.10674,0.86057,1.77141,259,0.0,0.01
Snap Ensemble,2,150,12.59733,2.26607,0.11471,0.84871,0.96212,15,0.0,0.01
Snap Star (shot wrmp),2,150,12.92893,2.29656,0.11435,0.84473,1.0597,18,0.0,0.01
Snap Star (new wrmp),2,150,12.69979,2.25107,0.11064,0.84748,0.88801,17,0.0,0.01
Classic Star (new wrmp),1,150,10.76585,2.20533,0.11286,0.8707,1.96105,9,0.1,0.01
Classic Star (no wrmp),1,150,10.65673,2.24077,0.11583,0.87202,1.45051,12,0.1,0.01
Big NN,1,150,10.0716,2.21601,0.12151,0.87904,2.87706,9,0.1,0.01
Ensemble,1,150,11.18679,2.23026,0.11149,0.86565,2.12169,11,0.1,0.01
Snap Ensemble,1,150,11.16939,2.25431,0.11728,0.86586,1.99917,10,0.1,0.01
Snap Star (shot wrmp),1,150,12.04718,2.28719,0.11558,0.85532,2.00129,12,0.1,0.01
Snap Star (new wrmp),1,150,11.25839,2.30423,0.11568,0.86479,2.45824,11,0.1,0.01
Classic Star (new wrmp),1,150,9.90535,2.14016,0.10823,0.88104,0.95771,9,0.0,0.01
Classic Star (no wrmp),1,150,10.62439,2.18201,0.1093,0.8724,0.88492,11,0.0,0.01
Big NN,1,150,13.04691,2.36442,0.1279,0.84331,2.57855,8,0.0,0.01
Ensemble,1,150,11.28634,2.31364,0.12729,0.86445,1.69349,10,0.0,0.01
Snap Ensemble,1,150,11.48101,2.1997,0.10872,0.86212,1.0508,10,0.0,0.01
Snap Star (shot wrmp),1,150,10.36205,2.13481,0.10826,0.87555,0.89995,12,0.0,0.01
Snap Star (new wrmp),1,150,10.93962,2.1864,0.11311,0.86862,1.10909,11,0.0,0.01
Classic Star (new wrmp),5,75,10.004,2.1637,0.1144,0.87985,2.05787,18,0.1,0.01
Classic Star (no wrmp),5,75,9.81714,2.11007,0.10866,0.8821,1.81093,20,0.1,0.01
Big NN,5,75,14.50585,2.44005,0.11631,0.82579,2.47817,11,0.1,0.01
Ensemble,5,75,11.44652,2.22914,0.11407,0.86253,2.49653,16,0.1,0.01
Snap Ensemble,5,75,11.37855,2.29317,0.12004,0.86335,1.82853,17,0.1,0.01
Snap Star (shot wrmp),5,75,10.42054,2.22688,0.11652,0.87485,1.24058,20,0.1,0.01
Snap Star (new wrmp),5,75,11.19196,2.27257,0.1172,0.86559,1.49205,19,0.1,0.01
Classic Star (new wrmp),5,75,10.34112,2.16716,0.10974,0.87581,1.19129,16,0.0,0.01
Classic Star (no wrmp),5,75,10.4443,2.15421,0.1089,0.87457,1.17192,18,0.0,0.01
Big NN,5,75,10.21623,2.24353,0.11157,0.87731,1.38684,10,0.0,0.01
Ensemble,5,75,10.34595,2.1418,0.11082,0.87575,1.4379,16,0.0,0.01
Snap Ensemble,5,75,10.74517,2.16685,0.1096,0.87095,0.96394,16,0.0,0.01
Snap Star (shot wrmp),5,75,10.26279,2.17429,0.1095,0.87675,0.79535,18,0.0,0.01
Snap Star (new wrmp),5,75,10.26881,2.17805,0.11049,0.87667,0.79033,17,0.0,0.01
Classic Star (new wrmp),4,75,9.95908,2.12869,0.11138,0.88039,2.02926,14,0.1,0.01
Classic Star (no wrmp),4,75,10.60606,2.23916,0.11558,0.87262,2.31645,17,0.1,0.01
Big NN,4,75,12.5803,2.44036,0.12324,0.84891,3.82755,9,0.1,0.01
Ensemble,4,75,12.10646,2.34444,0.11824,0.8546,3.65865,14,0.1,0.01
Snap Ensemble,4,75,11.03671,2.19518,0.11324,0.86745,1.93388,14,0.1,0.01
Snap Star (shot wrmp),4,75,11.01825,2.22815,0.11374,0.86767,1.60286,17,0.1,0.01
Snap Star (new wrmp),4,75,10.95183,2.19898,0.11194,0.86847,1.98904,15,0.1,0.01
Classic Star (new wrmp),4,75,10.5113,2.11697,0.10681,0.87376,1.38794,13,0.0,0.01
Classic Star (no wrmp),4,75,10.58592,2.13326,0.10728,0.87287,1.37315,15,0.0,0.01
Big NN,4,75,14.45623,2.32863,0.10758,0.82638,2.15208,9,0.0,0.01
Ensemble,4,75,10.48323,2.1758,0.11533,0.8741,1.32706,13,0.0,0.01
Snap Ensemble,4,75,11.61778,2.21404,0.11,0.86047,1.14825,14,0.0,0.01
Snap Star (shot wrmp),4,75,11.06978,2.2052,0.11062,0.86705,0.97659,16,0.0,0.01
Snap Star (new wrmp),4,75,11.06333,2.20434,0.11134,0.86713,1.08641,15,0.0,0.01
Classic Star (new wrmp),3,75,10.88866,2.26227,0.11644,0.86923,2.13383,11,0.1,0.01
Classic Star (no wrmp),3,75,11.22634,2.23061,0.1148,0.86517,1.99698,13,0.1,0.01
Big NN,3,75,13.08557,2.28342,0.11173,0.84285,2.63701,7,0.1,0.01
Ensemble,3,75,10.84449,2.27651,0.11984,0.86976,3.14615,11,0.1,0.01
Snap Ensemble,3,75,10.84805,2.24972,0.11988,0.86972,2.08395,11,0.1,0.01
Snap Star (shot wrmp),3,75,10.66635,2.20227,0.11538,0.8719,1.58921,13,0.1,0.01
Snap Star (new wrmp),3,75,11.58435,2.28247,0.11621,0.86087,2.41504,12,0.1,0.01
Classic Star (new wrmp),3,75,11.12074,2.16853,0.10729,0.86644,1.46853,11,0.0,0.01
Classic Star (no wrmp),3,75,11.00416,2.16175,0.10774,0.86784,1.46252,12,0.0,0.01
Big NN,3,75,10.74285,2.33818,0.12902,0.87098,1.93589,7,0.0,0.01
Ensemble,3,75,11.96899,2.16806,0.11055,0.85626,1.32309,10,0.0,0.01
Snap Ensemble,3,75,12.65269,2.22092,0.10959,0.84804,1.12208,11,0.0,0.01
Snap Star (shot wrmp),3,75,12.11047,2.18237,0.10839,0.85456,0.92711,12,0.0,0.01
Snap Star (new wrmp),3,75,12.15329,2.20319,0.10909,0.85404,1.12724,12,0.0,0.01
Classic Star (new wrmp),2,75,12.05776,2.29796,0.11155,0.85519,2.28928,7,0.1,0.01
Classic Star (no wrmp),2,75,11.37704,2.27504,0.11493,0.86336,2.21726,9,0.1,0.01
Big NN,2,75,16.53449,2.48259,0.12336,0.80142,2.01239,6,0.1,0.01
Ensemble,2,75,11.01643,2.26264,0.12051,0.8677,2.69444,8,0.1,0.01
Snap Ensemble,2,75,10.32727,2.18335,0.11648,0.87597,2.05843,8,0.1,0.01
Snap Star (shot wrmp),2,75,9.32821,2.11469,0.11125,0.88797,1.62136,9,0.1,0.01
Snap Star (new wrmp),2,75,10.45719,2.20446,0.11495,0.87441,2.36187,8,0.1,0.01
Classic Star (new wrmp),2,75,9.93495,2.17732,0.11081,0.88068,0.95652,7,0.0,0.01
Classic Star (no wrmp),2,75,10.4706,2.17197,0.11037,0.87425,1.15428,9,0.0,0.01
Big NN,2,75,16.42787,2.53259,0.1192,0.8027,2.21699,6,0.0,0.01
Ensemble,2,75,11.93363,2.27014,0.12029,0.85668,1.90975,8,0.0,0.01
Snap Ensemble,2,75,11.62915,2.19305,0.10734,0.86034,1.28299,8,0.0,0.01
Snap Star (shot wrmp),2,75,11.69964,2.18666,0.10521,0.85949,1.17903,9,0.0,0.01
Snap Star (new wrmp),2,75,12.28766,2.22006,0.1067,0.85243,1.28871,8,0.0,0.01
Classic Star (new wrmp),1,75,10.49347,2.17855,0.1165,0.87398,2.30321,5,0.1,0.01
Classic Star (no wrmp),1,75,11.24546,2.23907,0.11935,0.86494,2.19296,6,0.1,0.01
Big NN,1,75,13.73272,2.62271,0.13065,0.83507,3.1528,4,0.1,0.01
Ensemble,1,75,12.8794,2.29365,0.11454,0.84532,2.71886,5,0.1,0.01
Snap Ensemble,1,75,13.22509,2.39302,0.12485,0.84117,2.60683,6,0.1,0.01
Snap Star (shot wrmp),1,75,11.59851,2.27853,0.11733,0.8607,1.93042,6,0.1,0.01
Snap Star (new wrmp),1,75,12.25615,2.35837,0.11468,0.85281,3.20958,6,0.1,0.01
Classic Star (new wrmp),1,75,9.99276,2.14574,0.10881,0.87999,1.40591,5,0.0,0.01
Classic Star (no wrmp),1,75,9.71731,2.14443,0.10961,0.8833,1.39768,6,0.0,0.01
Big NN,1,75,11.67242,2.30931,0.1164,0.85982,1.54541,4,0.0,0.01
Ensemble,1,75,12.63741,2.25889,0.11258,0.84823,1.58527,5,0.0,0.01
Snap Ensemble,1,75,11.67783,2.29866,0.11787,0.85975,1.52223,6,0.0,0.01
Snap Star (shot wrmp),1,75,11.33085,2.30048,0.11738,0.86392,1.77846,6,0.0,0.01
Snap Star (new wrmp),1,75,11.77721,2.31549,0.11719,0.85856,1.95016,6,0.0,0.01
Classic Star (new wrmp),5,30,11.22958,2.31114,0.11878,0.86514,2.88962,6,0.1,0.01
Classic Star (no wrmp),5,30,11.51037,2.28345,0.12036,0.86176,3.03426,7,0.1,0.01
Big NN,5,30,12.90813,2.43588,0.13258,0.84498,3.16408,4,0.1,0.01
Ensemble,5,30,12.68627,2.38719,0.12303,0.84764,4.29759,7,0.1,0.01
Snap Ensemble,5,30,10.91793,2.23742,0.11627,0.86888,2.65796,7,0.1,0.01
Snap Star (shot wrmp),5,30,10.3423,2.18448,0.11204,0.87579,2.17041,8,0.1,0.01
Snap Star (new wrmp),5,30,10.26265,2.2352,0.11657,0.87675,2.73603,7,0.1,0.01
Classic Star (new wrmp),5,30,10.39824,2.17486,0.11334,0.87512,2.15783,6,0.0,0.01
Classic Star (no wrmp),5,30,11.07084,2.23207,0.11375,0.86704,2.56454,7,0.0,0.01
Big NN,5,30,13.18907,2.37982,0.11901,0.8416,2.94919,4,0.0,0.01
Ensemble,5,30,11.26463,2.23971,0.11329,0.86471,2.17885,6,0.0,0.01
Snap Ensemble,5,30,11.92882,2.2604,0.11315,0.85674,1.6568,6,0.0,0.01
Snap Star (shot wrmp),5,30,10.8142,2.19785,0.11172,0.87012,1.11659,7,0.0,0.01
Snap Star (new wrmp),5,30,12.17315,2.25222,0.11118,0.8538,1.69704,6,0.0,0.01
