Name,d,epochs,MSE,MAE,MAPE,R2 Square,TRAIN MSE,TIME,p,lr
Ensemble,4,30,11.93774,2.23406,0.11265,0.85663,2.2556,5,0.0,0.01
Snap Ensemble,4,30,12.6891,2.28241,0.11462,0.84761,1.88306,5,0.0,0.01
Snap Star (shot wrmp),4,30,11.77623,2.2584,0.11597,0.85857,1.69458,6,0.0,0.01
Snap Star (new wrmp),4,30,12.59371,2.27502,0.11409,0.84875,1.70773,5,0.0,0.01
Classic Star (new wrmp),3,30,11.71203,2.33861,0.12326,0.85934,3.53505,4,0.1,0.01
Classic Star (no wrmp),3,30,11.29197,2.27704,0.11665,0.86439,3.32275,5,0.1,0.01
Big NN,3,30,11.95289,2.2886,0.11641,0.85645,3.31321,3,0.1,0.01
Ensemble,3,30,13.68357,2.51941,0.1318,0.83566,4.80893,4,0.1,0.01
Snap Ensemble,3,30,11.92576,2.35725,0.12215,0.85677,3.12418,4,0.1,0.01
Snap Star (shot wrmp),3,30,10.85943,2.27358,0.11723,0.86958,2.08877,5,0.1,0.01
Snap Star (new wrmp),3,30,12.15658,2.3761,0.12143,0.854,3.03035,4,0.1,0.01
Classic Star (new wrmp),3,30,9.86026,2.16732,0.11331,0.88158,2.25754,4,0.0,0.01
Classic Star (no wrmp),3,30,10.669,2.19057,0.11514,0.87187,1.98095,5,0.0,0.01
Big NN,3,30,11.94527,2.32872,0.11535,0.85654,3.68135,3,0.0,0.01
Ensemble,3,30,10.85109,2.1932,0.11574,0.86968,2.48897,4,0.0,0.01
Snap Ensemble,3,30,11.39585,2.24206,0.11307,0.86314,1.92249,4,0.0,0.01
Snap Star (shot wrmp),3,30,11.17898,2.19605,0.1092,0.86574,2.0481,5,0.0,0.01
Snap Star (new wrmp),3,30,12.1119,2.25925,0.11339,0.85454,1.98198,4,0.0,0.01
Classic Star (new wrmp),2,30,10.76926,2.30605,0.12139,0.87066,3.22482,3,0.1,0.01
Classic Star (no wrmp),2,30,10.55367,2.33761,0.1259,0.87325,3.62965,4,0.1,0.01
Big NN,2,30,11.16425,2.30249,0.11668,0.86592,4.41717,2,0.1,0.01
Ensemble,2,30,12.75245,2.49887,0.13848,0.84685,4.37833,3,0.1,0.01
Snap Ensemble,2,30,12.67721,2.40611,0.12588,0.84775,3.20712,3,0.1,0.01
Snap Star (shot wrmp),2,30,11.75425,2.3068,0.12001,0.85883,2.59896,4,0.1,0.01
Snap Star (new wrmp),2,30,12.13041,2.37906,0.12624,0.85432,3.17817,3,0.1,0.01
Classic Star (new wrmp),2,30,10.56254,2.18742,0.11324,0.87315,2.0198,3,0.0,0.01
Classic Star (no wrmp),2,30,10.63678,2.23314,0.11694,0.87225,2.43578,4,0.0,0.01
Big NN,2,30,18.49186,2.71035,0.13123,0.77792,4.38624,2,0.0,0.01
Ensemble,2,30,11.95508,2.25585,0.11667,0.85642,2.68774,3,0.0,0.01
Snap Ensemble,2,30,12.31447,2.32028,0.1178,0.85211,2.21881,3,0.0,0.01
Snap Star (shot wrmp),2,30,11.37463,2.2788,0.11933,0.86339,2.16062,4,0.0,0.01
Snap Star (new wrmp),2,30,11.54993,2.28904,0.11697,0.86129,2.65011,3,0.0,0.01
Classic Star (new wrmp),1,30,13.41772,2.4226,0.12662,0.83886,3.80451,2,0.1,0.01
Classic Star (no wrmp),1,30,10.78017,2.28264,0.11719,0.87053,3.08689,2,0.1,0.01
Big NN,1,30,11.02577,2.33129,0.12502,0.86758,4.57974,2,0.1,0.01
Ensemble,1,30,12.88262,2.41698,0.1259,0.84528,3.26986,2,0.1,0.01
Snap Ensemble,1,30,12.86671,2.44728,0.12686,0.84547,3.62362,2,0.1,0.01
Snap Star (shot wrmp),1,30,11.56003,2.34612,0.12152,0.86117,3.36063,2,0.1,0.01
Snap Star (new wrmp),1,30,11.69776,2.38327,0.12537,0.85951,3.63651,2,0.1,0.01
Classic Star (new wrmp),1,30,13.3554,2.32286,0.11588,0.8396,2.65269,2,0.0,0.01
Classic Star (no wrmp),1,30,13.2445,2.24203,0.11275,0.84094,2.4063,2,0.0,0.01
Big NN,1,30,11.55749,2.35465,0.12504,0.8612,2.7129,2,0.0,0.01
Ensemble,1,30,11.17504,2.35117,0.1308,0.86579,3.27268,2,0.0,0.01
Snap Ensemble,1,30,11.58179,2.26116,0.1143,0.86091,2.54998,2,0.0,0.01
Snap Star (shot wrmp),1,30,11.97849,2.29233,0.11783,0.85614,2.496,2,0.0,0.01
Snap Star (new wrmp),1,30,12.14573,2.3352,0.11639,0.85413,3.53357,2,0.0,0.01
Classic Star (new wrmp),5,200,9.31169,2.077,0.1076,0.88817,1.5119,46,0.1,0.01
Classic Star (no wrmp),5,200,9.09333,2.05924,0.10498,0.89079,1.22677,52,0.1,0.01
Big NN,5,200,11.23859,2.255,0.11325,0.86503,1.60211,29,0.1,0.01
Ensemble,5,200,9.87274,2.14263,0.11151,0.88143,1.75826,43,0.1,0.01
Snap Ensemble,5,200,10.93765,2.15571,0.10956,0.86864,1.72493,44,0.1,0.01
Snap Star (shot wrmp),5,200,10.57548,2.12917,0.10626,0.87299,1.19602,53,0.1,0.01
Snap Star (new wrmp),5,200,10.22715,2.09836,0.10634,0.87717,1.2207,50,0.1,0.01
Classic Star (new wrmp),5,200,10.67848,2.13195,0.10734,0.87175,0.80771,44,0.0,0.01
Classic Star (no wrmp),5,200,11.20952,2.11946,0.10529,0.86538,0.77688,50,0.0,0.01
Big NN,5,200,10.46953,2.16965,0.1113,0.87426,1.10131,27,0.0,0.01
Ensemble,5,200,10.62004,2.10898,0.10385,0.87246,1.16455,42,0.0,0.01
Snap Ensemble,5,200,10.98105,2.16001,0.10639,0.86812,0.72741,42,0.0,0.01
Snap Star (shot wrmp),5,200,11.18757,2.22175,0.11024,0.86564,0.53647,50,0.0,0.01
Snap Star (new wrmp),5,200,11.67443,2.23596,0.11087,0.85979,0.69836,47,0.0,0.01
Classic Star (new wrmp),4,200,8.69113,2.04102,0.10673,0.89562,1.16766,38,0.1,0.01
Classic Star (no wrmp),4,200,9.46347,2.08447,0.10766,0.88635,1.22968,43,0.1,0.01
Big NN,4,200,12.08404,2.3414,0.11669,0.85487,1.38387,24,0.1,0.01
Ensemble,4,200,10.10653,2.14907,0.11192,0.87862,1.74144,36,0.1,0.01
Snap Ensemble,4,200,11.0777,2.16668,0.11163,0.86696,1.57202,36,0.1,0.01
Snap Star (shot wrmp),4,200,10.56419,2.10368,0.10626,0.87313,1.11316,43,0.1,0.01
Snap Star (new wrmp),4,200,11.20258,2.17148,0.10904,0.86546,1.36399,52,0.1,0.01
Classic Star (new wrmp),4,200,10.68994,2.19345,0.10977,0.87162,0.60941,36,0.0,0.01
Classic Star (no wrmp),4,200,10.5079,2.16794,0.10881,0.8738,0.56368,41,0.0,0.01
Big NN,4,200,10.95679,2.19783,0.10737,0.86841,2.1279,23,0.0,0.01
Ensemble,4,200,10.96732,2.16678,0.1092,0.86828,0.93792,35,0.0,0.01
Snap Ensemble,4,200,12.58518,2.27886,0.11073,0.84885,0.82788,35,0.0,0.01
Snap Star (shot wrmp),4,200,13.71359,2.43042,0.12063,0.8353,1.04576,41,0.0,0.01
Snap Star (new wrmp),4,200,13.55732,2.40793,0.11913,0.83718,1.04628,39,0.0,0.01
Classic Star (new wrmp),3,200,11.09755,2.19185,0.11195,0.86672,1.49942,30,0.1,0.01
Classic Star (no wrmp),3,200,10.79787,2.19508,0.11225,0.87032,1.66497,35,0.1,0.01
Big NN,3,200,11.44291,2.23942,0.1176,0.86257,1.63167,20,0.1,0.01
Ensemble,3,200,9.60925,2.14711,0.10962,0.8846,1.85871,29,0.1,0.01
Snap Ensemble,3,200,10.67966,2.20237,0.11417,0.87174,1.58903,29,0.1,0.01
Snap Star (shot wrmp),3,200,10.52118,2.21093,0.11544,0.87364,1.38011,35,0.1,0.01
Snap Star (new wrmp),3,200,9.55569,2.11786,0.11382,0.88524,1.15515,33,0.1,0.01
Classic Star (new wrmp),3,200,11.43893,2.17085,0.10766,0.86262,0.84862,28,0.0,0.01
Classic Star (no wrmp),3,200,10.90083,2.1838,0.10826,0.86908,0.56554,33,0.0,0.01
Big NN,3,200,15.02511,2.48443,0.12075,0.81955,1.19459,19,0.0,0.01
Ensemble,3,200,11.24114,2.18292,0.11129,0.865,1.07532,28,0.0,0.01
Snap Ensemble,3,200,11.81465,2.2246,0.10921,0.85811,0.90222,28,0.0,0.01
Snap Star (shot wrmp),3,200,12.15359,2.25584,0.11156,0.85404,0.88852,33,0.0,0.01
Snap Star (new wrmp),3,200,12.28282,2.27094,0.1125,0.85249,0.76334,31,0.0,0.01
Classic Star (new wrmp),2,200,11.86327,2.28443,0.11266,0.85752,1.51046,21,0.1,0.01
Classic Star (no wrmp),2,200,10.86881,2.19545,0.10986,0.86947,1.33172,25,0.1,0.01
Big NN,2,200,14.4436,2.44118,0.12072,0.82654,2.18503,16,0.1,0.01
Ensemble,2,200,11.41597,2.18071,0.10731,0.8629,2.05529,22,0.1,0.01
Snap Ensemble,2,200,11.06881,2.29148,0.12458,0.86707,1.52557,22,0.1,0.01
Snap Star (shot wrmp),2,200,11.27675,2.28441,0.12028,0.86457,1.19102,26,0.1,0.01
Snap Star (new wrmp),2,200,10.83455,2.26945,0.12145,0.86988,1.62266,25,0.1,0.01
Classic Star (new wrmp),2,200,10.81957,2.19519,0.11032,0.87006,0.87072,20,0.0,0.01
Classic Star (no wrmp),2,200,11.0195,2.19836,0.10833,0.86766,0.79723,24,0.0,0.01
Big NN,2,200,12.01934,2.33155,0.1113,0.85565,1.9627,15,0.0,0.01
Ensemble,2,200,10.56024,2.16828,0.11019,0.87317,1.30784,21,0.0,0.01
Snap Ensemble,2,200,11.83247,2.2496,0.11356,0.85789,0.80123,21,0.0,0.01
Snap Star (shot wrmp),2,200,10.90276,2.24358,0.11434,0.86906,0.6878,24,0.0,0.01
Snap Star (new wrmp),2,200,11.42016,2.24445,0.11276,0.86285,0.90616,23,0.0,0.01
Classic Star (new wrmp),1,200,10.57765,2.24307,0.11638,0.87296,1.52049,13,0.1,0.01
Classic Star (no wrmp),1,200,9.9159,2.19218,0.11735,0.88091,1.97422,16,0.1,0.01
Big NN,1,200,12.01847,2.24362,0.11288,0.85566,2.20543,11,0.1,0.01
Ensemble,1,200,10.40643,2.16217,0.10877,0.87502,1.53062,14,0.1,0.01
Snap Ensemble,1,200,11.17979,2.22903,0.11483,0.86573,1.94974,14,0.1,0.01
Snap Star (shot wrmp),1,200,10.67152,2.23057,0.11466,0.87184,1.44972,16,0.1,0.01
Snap Star (new wrmp),1,200,10.28389,2.1406,0.11072,0.87649,1.49536,16,0.1,0.01
Classic Star (new wrmp),1,200,11.2554,2.20943,0.11072,0.86483,0.70787,12,0.0,0.01
Classic Star (no wrmp),1,200,11.07824,2.2189,0.11398,0.86695,0.77379,16,0.0,0.01
Big NN,1,200,12.74362,2.45619,0.11929,0.84695,1.27269,11,0.0,0.01
Ensemble,1,200,12.63211,2.20187,0.10297,0.84829,1.12913,14,0.0,0.01
Snap Ensemble,1,200,11.30727,2.20399,0.11064,0.8642,0.85579,14,0.0,0.01
Snap Star (shot wrmp),1,200,12.1919,2.23805,0.10977,0.85358,1.04041,16,0.0,0.01
Snap Star (new wrmp),1,200,12.29691,2.25559,0.11169,0.85232,1.01301,15,0.0,0.01
Classic Star (new wrmp),5,150,9.43904,2.10372,0.10826,0.88664,1.68391,34,0.1,0.01
Classic Star (no wrmp),5,150,10.0187,2.16019,0.11005,0.87968,1.43866,39,0.1,0.01
Big NN,5,150,11.32081,2.2562,0.11251,0.86404,1.5946,22,0.1,0.01
Ensemble,5,150,10.3812,2.19763,0.11978,0.87532,2.03947,33,0.1,0.01
Snap Ensemble,5,150,11.75363,2.25514,0.11437,0.85884,1.497,32,0.1,0.01
Snap Star (shot wrmp),5,150,12.28429,2.25826,0.11202,0.85247,1.2121,39,0.1,0.01
Snap Star (new wrmp),5,150,11.3854,2.21597,0.11402,0.86326,1.18627,36,0.1,0.01
Classic Star (new wrmp),5,150,10.49242,2.12069,0.10644,0.87399,1.06351,33,0.0,0.01
Classic Star (no wrmp),5,150,10.07029,2.11532,0.1064,0.87906,0.91452,37,0.0,0.01
Big NN,5,150,12.59484,2.32047,0.11982,0.84874,2.20959,20,0.0,0.01
Ensemble,5,150,10.10673,2.13908,0.1104,0.87862,0.88967,31,0.0,0.01
Snap Ensemble,5,150,13.01014,2.23064,0.10816,0.84375,0.64614,31,0.0,0.01
Snap Star (shot wrmp),5,150,14.18219,2.26911,0.10865,0.82968,0.71625,37,0.0,0.01
Snap Star (new wrmp),5,150,14.22275,2.29717,0.10948,0.82919,0.74472,41,0.0,0.01
Classic Star (new wrmp),4,150,10.8243,2.21481,0.11044,0.87,1.56704,28,0.1,0.01
Classic Star (no wrmp),4,150,11.0533,2.26282,0.11845,0.86725,1.75091,33,0.1,0.01
Big NN,4,150,10.05745,2.1949,0.11966,0.87921,1.34788,18,0.1,0.01
Ensemble,4,150,10.24133,2.16888,0.1169,0.877,2.26587,27,0.1,0.01
Snap Ensemble,4,150,11.34792,2.23635,0.11611,0.86371,1.74249,27,0.1,0.01
Snap Star (shot wrmp),4,150,10.23043,2.16137,0.11129,0.87713,1.12021,33,0.1,0.01
Snap Star (new wrmp),4,150,9.88777,2.08739,0.10717,0.88125,1.38423,30,0.1,0.01
Classic Star (new wrmp),4,150,10.46864,2.15249,0.108,0.87427,0.80804,27,0.0,0.01
Classic Star (no wrmp),4,150,10.83077,2.16714,0.10965,0.86992,0.82963,31,0.0,0.01
Big NN,4,150,11.43096,2.25424,0.11064,0.86272,1.0913,17,0.0,0.01
Ensemble,4,150,9.49236,2.09116,0.10771,0.886,0.92214,26,0.0,0.01
Snap Ensemble,4,150,11.74323,2.15139,0.10446,0.85897,1.11095,26,0.0,0.01
Snap Star (shot wrmp),4,150,12.04375,2.19825,0.10685,0.85536,1.05578,31,0.0,0.01
Snap Star (new wrmp),4,150,12.8182,2.24403,0.10707,0.84606,1.24184,29,0.0,0.01
Classic Star (new wrmp),3,150,10.49394,2.14893,0.11274,0.87397,1.46081,22,0.1,0.01
Classic Star (no wrmp),3,150,10.85384,2.17142,0.11065,0.86965,1.65283,25,0.1,0.01
Big NN,3,150,12.92932,2.34564,0.11804,0.84472,2.16804,15,0.1,0.01
Ensemble,3,150,10.03388,2.18145,0.11309,0.8795,2.30765,22,0.1,0.01
Snap Ensemble,3,150,11.28621,2.24661,0.11648,0.86446,1.87249,21,0.1,0.01
Snap Star (shot wrmp),3,150,10.91617,2.23043,0.11308,0.8689,1.35437,26,0.1,0.01
Snap Star (new wrmp),3,150,9.88886,2.13985,0.11162,0.88124,1.51829,24,0.1,0.01
Classic Star (new wrmp),3,150,10.95424,2.17021,0.10867,0.86844,0.77555,21,0.0,0.01
Classic Star (no wrmp),3,150,10.74698,2.16047,0.10879,0.87093,0.80152,25,0.0,0.01
Big NN,3,150,14.55705,2.50088,0.1208,0.82517,1.27619,14,0.0,0.01
Ensemble,3,150,10.30953,2.11839,0.10666,0.87618,0.79651,21,0.0,0.01
Snap Ensemble,3,150,11.53436,2.18383,0.10843,0.86147,0.99855,22,0.0,0.01
Snap Star (shot wrmp),3,150,11.00085,2.14963,0.10782,0.86788,0.93422,25,0.0,0.01
Snap Star (new wrmp),3,150,11.8423,2.22479,0.11176,0.85778,1.0077,23,0.0,0.01
Classic Star (new wrmp),2,150,9.96452,2.17694,0.11255,0.88033,1.76192,16,0.1,0.01
Classic Star (no wrmp),2,150,10.09149,2.18487,0.11116,0.8788,1.53322,19,0.1,0.01
Big NN,2,150,12.51196,2.41163,0.11641,0.84973,2.43666,12,0.1,0.01
Ensemble,2,150,10.71388,2.19749,0.11153,0.87133,2.25937,16,0.1,0.01
Snap Ensemble,2,150,11.30574,2.22437,0.11442,0.86422,1.944,17,0.1,0.01
Snap Star (shot wrmp),2,150,10.37228,2.12823,0.10819,0.87543,1.21242,20,0.1,0.01
Snap Star (new wrmp),2,150,10.92576,2.1923,0.11523,0.86878,1.67691,19,0.1,0.01
Classic Star (new wrmp),2,150,10.15957,2.14549,0.10675,0.87799,0.91487,15,0.0,0.01
Classic Star (no wrmp),2,150,9.17341,2.04499,0.10488,0.88983,0.86061,18,0.0,0.01
Big NN,2,150,11.79324,2.25154,0.11047,0.85837,1.04499,11,0.0,0.01
Ensemble,2,150,11.04884,2.20344,0.11145,0.86731,1.25119,15,0.0,0.01
Snap Ensemble,2,150,10.41267,2.08146,0.10552,0.87495,0.80784,15,0.0,0.01
Snap Star (shot wrmp),2,150,10.41937,2.10302,0.10608,0.87487,0.82659,18,0.0,0.01
Snap Star (new wrmp),2,150,9.99303,2.04694,0.10185,0.87999,0.79868,17,0.0,0.01
Classic Star (new wrmp),1,150,11.27797,2.29872,0.12046,0.86455,2.28197,9,0.1,0.01
Classic Star (no wrmp),1,150,9.84794,2.16742,0.11402,0.88173,1.61704,12,0.1,0.01
Big NN,1,150,13.56429,2.58646,0.13556,0.8371,3.6053,9,0.1,0.01
Ensemble,1,150,9.63142,2.16505,0.11736,0.88433,2.46417,11,0.1,0.01
Snap Ensemble,1,150,10.80257,2.21874,0.1141,0.87026,1.87532,10,0.1,0.01
Snap Star (shot wrmp),1,150,10.58751,2.22995,0.11575,0.87285,1.61124,12,0.1,0.01
Snap Star (new wrmp),1,150,8.96742,2.09894,0.11076,0.8923,1.81676,11,0.1,0.01
Classic Star (new wrmp),1,150,9.56243,2.08388,0.10564,0.88516,0.89948,9,0.0,0.01
Classic Star (no wrmp),1,150,8.96362,2.01182,0.10279,0.89235,1.03858,11,0.0,0.01
Big NN,1,150,13.8104,2.47458,0.12259,0.83414,2.36311,8,0.0,0.01
Ensemble,1,150,11.12108,2.22947,0.11063,0.86644,1.10343,10,0.0,0.01
Snap Ensemble,1,150,11.63262,2.14943,0.1086,0.86029,0.79674,10,0.0,0.01
Snap Star (shot wrmp),1,150,10.58506,2.11475,0.10851,0.87288,0.87027,11,0.0,0.01
Snap Star (new wrmp),1,150,10.82046,2.11165,0.10471,0.87005,1.13524,11,0.0,0.01
Classic Star (new wrmp),5,75,9.58839,2.12517,0.11193,0.88485,1.95211,17,0.1,0.01
Classic Star (no wrmp),5,75,10.24081,2.15128,0.11204,0.87701,2.12991,19,0.1,0.01
Big NN,5,75,13.43183,2.52904,0.14225,0.83869,3.51852,10,0.1,0.01
Ensemble,5,75,11.76109,2.22035,0.10904,0.85875,2.25007,16,0.1,0.01
Snap Ensemble,5,75,10.89184,2.23015,0.11575,0.86919,2.09186,17,0.1,0.01
Snap Star (shot wrmp),5,75,10.68612,2.17912,0.11116,0.87166,1.77495,20,0.1,0.01
Snap Star (new wrmp),5,75,10.60341,2.19382,0.11315,0.87266,1.9899,19,0.1,0.01
Classic Star (new wrmp),5,75,10.69144,2.12566,0.10969,0.8716,1.16979,17,0.0,0.01
Classic Star (no wrmp),5,75,10.69571,2.16365,0.11429,0.87155,1.31047,18,0.0,0.01
Big NN,5,75,10.36014,2.16433,0.11005,0.87558,1.81276,10,0.0,0.01
Ensemble,5,75,9.93431,2.16162,0.11542,0.88069,1.99992,18,0.0,0.01
Snap Ensemble,5,75,10.57815,2.17855,0.11131,0.87296,0.93831,16,0.0,0.01
Snap Star (shot wrmp),5,75,10.66565,2.18586,0.11207,0.87191,0.66913,18,0.0,0.01
Snap Star (new wrmp),5,75,10.31895,2.17077,0.11188,0.87607,0.7423,17,0.0,0.01
Classic Star (new wrmp),4,75,9.7385,2.19261,0.1125,0.88304,1.81217,14,0.1,0.01
Classic Star (no wrmp),4,75,10.11183,2.2511,0.11559,0.87856,2.09164,16,0.1,0.01
Big NN,4,75,12.2108,2.27134,0.1084,0.85335,2.36039,9,0.1,0.01
Ensemble,4,75,12.36756,2.40115,0.12284,0.85147,3.74316,13,0.1,0.01
Snap Ensemble,4,75,10.71996,2.19314,0.11316,0.87126,2.13536,14,0.1,0.01
Snap Star (shot wrmp),4,75,10.85154,2.14437,0.10773,0.86968,1.58482,16,0.1,0.01
Snap Star (new wrmp),4,75,10.65182,2.17897,0.11278,0.87207,1.98734,15,0.1,0.01
Classic Star (new wrmp),4,75,10.50675,2.16853,0.111,0.87382,1.16186,13,0.0,0.01
Classic Star (no wrmp),4,75,11.08028,2.19226,0.11116,0.86693,1.1937,15,0.0,0.01
Big NN,4,75,17.20009,2.70028,0.13021,0.79343,5.69306,8,0.0,0.01
Ensemble,4,75,10.21225,2.08566,0.10816,0.87735,1.3683,13,0.0,0.01
Snap Ensemble,4,75,10.66579,2.11932,0.1065,0.87191,0.86483,13,0.0,0.01
Snap Star (shot wrmp),4,75,10.57348,2.12551,0.10779,0.87301,0.845,15,0.0,0.01
Snap Star (new wrmp),4,75,11.09744,2.13658,0.10598,0.86672,0.9854,14,0.0,0.01
Classic Star (new wrmp),3,75,10.68409,2.23937,0.11629,0.87169,2.48864,11,0.1,0.01
Classic Star (no wrmp),3,75,10.40299,2.1813,0.11116,0.87506,2.12535,13,0.1,0.01
Big NN,3,75,14.07757,2.48661,0.12973,0.83093,3.35948,7,0.1,0.01
Ensemble,3,75,11.96276,2.34145,0.12517,0.85633,3.33446,11,0.1,0.01
Snap Ensemble,3,75,11.09592,2.24265,0.11897,0.86674,2.06388,11,0.1,0.01
Snap Star (shot wrmp),3,75,10.98126,2.18083,0.11478,0.86812,1.48904,13,0.1,0.01
Snap Star (new wrmp),3,75,10.9158,2.2174,0.11511,0.8689,2.08673,12,0.1,0.01
Classic Star (new wrmp),3,75,10.45195,2.14722,0.10634,0.87447,1.70611,11,0.0,0.01
Classic Star (no wrmp),3,75,10.30209,2.11615,0.10583,0.87627,1.50245,12,0.0,0.01
Big NN,3,75,12.2541,2.276,0.10869,0.85283,2.28118,7,0.0,0.01
Ensemble,3,75,10.77806,2.09659,0.10411,0.87056,1.23613,10,0.0,0.01
Snap Ensemble,3,75,10.91511,2.12274,0.10651,0.86891,1.08864,11,0.0,0.01
Snap Star (shot wrmp),3,75,11.63273,2.19782,0.11017,0.86029,0.92645,12,0.0,0.01
Snap Star (new wrmp),3,75,11.30476,2.18919,0.11039,0.86423,1.00007,12,0.0,0.01
Classic Star (new wrmp),2,75,11.07991,2.21251,0.11562,0.86693,2.24899,7,0.1,0.01
Classic Star (no wrmp),2,75,11.14264,2.24919,0.11621,0.86618,1.92692,9,0.1,0.01
Big NN,2,75,11.70994,2.28105,0.11136,0.85937,2.38974,6,0.1,0.01
Ensemble,2,75,11.79223,2.3169,0.1177,0.85838,3.36446,8,0.1,0.01
Snap Ensemble,2,75,12.93508,2.39147,0.12337,0.84465,2.29115,8,0.1,0.01
Snap Star (shot wrmp),2,75,12.03041,2.30937,0.11728,0.85552,2.05173,9,0.1,0.01
Snap Star (new wrmp),2,75,11.86856,2.29745,0.11888,0.85746,2.26507,8,0.1,0.01
Classic Star (new wrmp),2,75,10.14986,2.19784,0.11221,0.8781,1.2013,7,0.0,0.01
Classic Star (no wrmp),2,75,10.6248,2.16201,0.10878,0.8724,1.17692,9,0.0,0.01
Big NN,2,75,11.86247,2.4565,0.12887,0.85753,1.85271,5,0.0,0.01
Ensemble,2,75,10.06361,2.20387,0.11054,0.87914,1.44965,8,0.0,0.01
Snap Ensemble,2,75,11.18523,2.20287,0.11038,0.86567,1.05595,8,0.0,0.01
Snap Star (shot wrmp),2,75,11.50315,2.29633,0.11412,0.86185,1.50092,9,0.0,0.01
Snap Star (new wrmp),2,75,11.43626,2.28276,0.11325,0.86265,1.33475,8,0.0,0.01
Classic Star (new wrmp),1,75,11.22004,2.22761,0.11151,0.86525,2.42697,5,0.1,0.01
Classic Star (no wrmp),1,75,11.64655,2.25079,0.11896,0.86013,2.85561,6,0.1,0.01
Big NN,1,75,12.12296,2.35556,0.11913,0.85441,3.51635,4,0.1,0.01
Ensemble,1,75,9.48345,2.16067,0.1202,0.88611,2.56311,5,0.1,0.01
Snap Ensemble,1,75,11.11154,2.24565,0.1177,0.86655,2.06852,6,0.1,0.01
Snap Star (shot wrmp),1,75,11.06406,2.23798,0.11641,0.86712,1.90372,6,0.1,0.01
Snap Star (new wrmp),1,75,11.83944,2.27726,0.11172,0.85781,2.57065,6,0.1,0.01
Classic Star (new wrmp),1,75,13.12332,2.29012,0.11047,0.84239,1.83142,5,0.0,0.01
Classic Star (no wrmp),1,75,12.89158,2.32445,0.11632,0.84518,1.51402,6,0.0,0.01
Big NN,1,75,11.12737,2.3066,0.11549,0.86636,1.94857,4,0.0,0.01
Ensemble,1,75,12.67323,2.30713,0.11818,0.8478,2.33438,5,0.0,0.01
Snap Ensemble,1,75,10.59472,2.10691,0.10762,0.87276,1.3984,6,0.0,0.01
Snap Star (shot wrmp),1,75,10.46087,2.1219,0.10865,0.87437,1.58878,6,0.0,0.01
Snap Star (new wrmp),1,75,10.61563,2.1561,0.11149,0.87251,1.6569,6,0.0,0.01
Classic Star (new wrmp),5,30,13.07515,2.41009,0.12399,0.84297,3.48988,6,0.1,0.01
Classic Star (no wrmp),5,30,11.80835,2.33504,0.1205,0.85818,3.34878,7,0.1,0.01
Big NN,5,30,11.5698,2.31956,0.12013,0.86105,2.73821,4,0.1,0.01
Ensemble,5,30,13.68253,2.42105,0.12417,0.83568,4.34173,6,0.1,0.01
Snap Ensemble,5,30,12.60203,2.38802,0.12258,0.84865,2.90174,6,0.1,0.01
Snap Star (shot wrmp),5,30,11.85401,2.3125,0.11848,0.85764,1.88214,7,0.1,0.01
Snap Star (new wrmp),5,30,11.92635,2.33342,0.12026,0.85677,2.60725,6,0.1,0.01
Classic Star (new wrmp),5,30,11.10197,2.19706,0.11139,0.86667,2.50572,6,0.0,0.01
Classic Star (no wrmp),5,30,10.80619,2.21016,0.11583,0.87022,2.51369,7,0.0,0.01
Big NN,5,30,13.3329,2.4157,0.11649,0.83987,3.16114,4,0.0,0.01
Ensemble,5,30,12.5545,2.33676,0.11613,0.84922,2.69501,6,0.0,0.01
Snap Ensemble,5,30,9.53554,2.06323,0.10568,0.88548,1.4952,6,0.0,0.01
Snap Star (shot wrmp),5,30,9.59364,2.07518,0.10469,0.88478,1.55509,7,0.0,0.01
Snap Star (new wrmp),5,30,10.05797,2.1099,0.1056,0.87921,1.4035,6,0.0,0.01
Classic Star (new wrmp),4,30,11.86267,2.27185,0.1191,0.85753,2.94751,5,0.1,0.01
Classic Star (no wrmp),4,30,12.46808,2.29078,0.11731,0.85026,3.37349,6,0.1,0.01
Big NN,4,30,12.88414,2.39852,0.12882,0.84526,3.04334,4,0.1,0.01
Ensemble,4,30,12.97086,2.41106,0.12264,0.84422,3.9602,5,0.1,0.01
Snap Ensemble,4,30,11.44385,2.28892,0.11855,0.86256,2.53469,5,0.1,0.01
Snap Star (shot wrmp),4,30,11.01931,2.2405,0.11374,0.86766,2.34693,6,0.1,0.01
Snap Star (new wrmp),4,30,12.2783,2.3377,0.1145,0.85254,3.03801,5,0.1,0.01
Classic Star (new wrmp),4,30,13.71429,2.38045,0.12349,0.83529,2.63538,5,0.0,0.01
Classic Star (no wrmp),4,30,13.99226,2.339,0.11573,0.83196,2.33412,6,0.0,0.01
Big NN,4,30,14.22316,2.40182,0.1184,0.82918,2.4684,4,0.0,0.01
Ensemble,4,30,10.39121,2.13572,0.11506,0.8752,2.44356,5,0.0,0.01
Snap Ensemble,4,30,11.28909,2.19502,0.11273,0.86442,1.5906,5,0.0,0.01
Snap Star (shot wrmp),4,30,11.33543,2.20687,0.11197,0.86386,1.60946,6,0.0,0.01
Snap Star (new wrmp),4,30,12.03539,2.26126,0.11354,0.85546,2.12574,5,0.0,0.01
Classic Star (new wrmp),3,30,10.24927,2.25946,0.12153,0.87691,3.33937,4,0.1,0.01
